securityid,ticker,figi,mindate,maxdate
2044,MWG,"",2003-09-10 00:00:00,
2081,TKP,"",2003-09-10 00:00:00,2007-08-16 00:00:00
2047,HRS,BBG00836K4Y7,2003-09-10 00:00:00,
2115,TLB,"",2003-09-10 00:00:00,2012-08-05 00:00:00
2074,KNO,"",2003-09-10 00:00:00,2012-09-19 00:00:00
1986,PSAI,"",2003-09-10 00:00:00,2007-09-03 00:00:00
1996,RNE,"",2003-09-10 00:00:00,2015-03-22 00:00:00
2056,BF,BBG000BR53N0,2003-09-10 00:00:00,2007-09-06 00:00:00
2071,NBG,"",2003-09-10 00:00:00,2015-11-29 00:00:00
2104,KYPH,"",2003-09-10 00:00:00,2007-11-04 00:00:00
2012,WFD,"",2003-09-10 00:00:00,
2060,SYT,BBG00JS04HC2,2003-09-10 00:00:00,
2035,ASCL,"",2003-09-10 00:00:00,2005-05-01 00:00:00
2011,CULS,"",2003-09-10 00:00:00,2007-12-13 00:00:00
2065,EVJ,"",2003-09-10 00:00:00,
2005,LNOP,"",2003-09-10 00:00:00,2008-01-16 00:00:00
2007,UDI,"",2003-09-10 00:00:00,2005-06-26 00:00:00
2114,MCBK,BBG002YJFKQ7,2003-09-10 00:00:00,2015-10-28 00:00:00
1965,PVA,"",2003-09-10 00:00:00,2016-01-12 00:00:00
2075,MEG,"",2003-09-10 00:00:00,
2099,MRK,BBG000BPD168,2003-09-10 00:00:00,
2078,CAS,"",2003-09-10 00:00:00,
2094,FGP,BBG000C38D66,2003-09-10 00:00:00,
2096,ALBY,"",2003-09-10 00:00:00,2008-02-10 00:00:00
2061,SHRP,"",2003-09-10 00:00:00,2008-02-28 00:00:00
2112,HT,BBG00GSP3DX0,2003-09-10 00:00:00,
2041,FLPB,"",2003-09-10 00:00:00,2008-03-03 00:00:00
2091,EDGW,"",2003-09-10 00:00:00,
1998,CNE,"",2003-09-10 00:00:00,2005-08-25 00:00:00
2089,ALX,BBG000BBNLK8,2003-09-10 00:00:00,
1990,CVAL,"",2003-09-10 00:00:00,2005-08-31 00:00:00
2093,FDP,"",2003-09-10 00:00:00,
2026,AULT,"",2003-09-10 00:00:00,2005-09-18 00:00:00
2072,ALD,"",2003-09-10 00:00:00,2010-04-04 00:00:00
2008,DEVC,"",2003-09-10 00:00:00,2008-05-15 00:00:00
2105,MOBE,"",2003-09-10 00:00:00,2008-05-21 00:00:00
2030,TBC,"",2003-09-10 00:00:00,2005-10-20 00:00:00
1982,WTEL,"",2003-09-10 00:00:00,2003-11-06 00:00:00
2063,SEHI,"",2003-09-10 00:00:00,2004-01-15 00:00:00
2088,HTHR,"",2003-09-10 00:00:00,2004-06-06 00:00:00
2107,CDT,"",2003-09-10 00:00:00,2004-07-15 00:00:00
2092,FBGI,"",2003-09-10 00:00:00,2004-08-01 00:00:00
2079,NSE,"",2003-09-10 00:00:00,2004-10-31 00:00:00
1993,NTSL,"",2003-09-10 00:00:00,2004-11-18 00:00:00
2051,FFBZ,"",2003-09-10 00:00:00,2005-01-02 00:00:00
2037,VNV,"",2003-09-10 00:00:00,2005-10-30 00:00:00
2045,TASR,"",2003-09-10 00:00:00,2005-11-24 00:00:00
2013,SCH,BBG000BSLZY7,2003-09-10 00:00:00,2005-12-23 00:00:00
2085,COI,BBG000D0SMY8,2003-09-10 00:00:00,2006-03-09 00:00:00
1967,PAX,"",2003-09-10 00:00:00,2006-04-02 00:00:00
2082,BVC,"",2003-09-10 00:00:00,2006-04-30 00:00:00
2095,SBSE,"",2003-09-10 00:00:00,2006-06-06 00:00:00
2016,UPCS,"",2003-09-10 00:00:00,2006-07-02 00:00:00
2066,PRGX,"",2003-09-10 00:00:00,2006-08-13 00:00:00
1997,CCBI,"",2003-09-10 00:00:00,2006-10-01 00:00:00
2014,TRZ,"",2003-09-10 00:00:00,2006-10-05 00:00:00
2058,ABLE,BBG000C4DB08,2003-09-10 00:00:00,2006-10-12 00:00:00
2116,AWX,BBG000BPSQJ3,2003-09-10 00:00:00,
10024,VRGYV,"",2006-10-18 00:00:00,2006-10-18 00:00:00
12174,DNO,"",2009-09-24 00:00:00,
695,HAE,BBG000C7TF41,2003-09-10 00:00:00,
12693,UPV,BBG000QTLVQ7,2010-04-30 00:00:00,
2168,VVN,"",2003-09-10 00:00:00,2005-03-06 00:00:00
12347,BXDC,"",2009-11-18 00:00:00,2013-01-10 00:00:00
2172,JOB,BBG000BMJ9R9,2003-09-10 00:00:00,
12690,AOSL,"",2010-04-30 00:00:00,
2211,EXM,"",2003-09-10 00:00:00,2013-06-11 00:00:00
2220,NRGY,"",2003-09-10 00:00:00,2013-10-07 00:00:00
2230,JACO,BBG000BMC601,2003-09-10 00:00:00,2009-11-05 00:00:00
2181,TMS,"",2003-09-10 00:00:00,2013-10-16 00:00:00
12368,VGSH,BBG000PWZXV6,2009-11-23 00:00:00,
2130,STZ,BBG000J1QLT0,2003-09-10 00:00:00,
2178,PKO,"",2003-09-10 00:00:00,2007-01-30 00:00:00
2242,ATX,"",2003-09-10 00:00:00,2014-02-02 00:00:00
12692,UMX,"",2010-04-30 00:00:00,
2134,BLK,BBG000C2PW58,2003-09-10 00:00:00,
2213,CECO,BBG00D8FHFZ9,2003-09-10 00:00:00,
2139,V,BBG000PSKYX7,2003-09-10 00:00:00,
2151,TFCO,"",2003-09-10 00:00:00,2014-02-24 00:00:00
2254,ABI,"",2003-09-10 00:00:00,2014-05-07 00:00:00
2207,VLG,"",2003-09-10 00:00:00,2007-03-04 00:00:00
2120,MLI,BBG000C6W444,2003-09-10 00:00:00,
2200,SWY,"",2003-09-10 00:00:00,2015-02-01 00:00:00
2131,THT,"",2003-09-10 00:00:00,2005-05-02 00:00:00
2247,OSIP,"",2003-09-10 00:00:00,2010-06-08 00:00:00
2165,MLM,BBG000BGYMH7,2003-09-10 00:00:00,
2265,CLZR,"",2003-09-10 00:00:00,2010-01-05 00:00:00
2144,ALE,BBG000CYW7N5,2003-09-10 00:00:00,
2177,SINT,"",2003-09-10 00:00:00,2008-12-29 00:00:00
2203,XKS,"",2003-09-10 00:00:00,2007-03-04 00:00:00
2223,PPB,"",2003-09-10 00:00:00,2007-03-08 00:00:00
2122,AMCR,"",2003-09-10 00:00:00,2007-06-13 00:00:00
2161,MSL,"",2003-09-10 00:00:00,
2204,BNL,BBG000BB0H86,2003-09-10 00:00:00,2007-06-04 00:00:00
2264,ATK,"",2003-09-10 00:00:00,2015-02-09 00:00:00
2186,DAR,BBG000BN8ZK8,2003-09-10 00:00:00,
2146,GOOD,BBG000M2NYQ2,2003-09-10 00:00:00,
12175,VRD,"",2009-09-24 00:00:00,2015-03-18 00:00:00
2198,GML,"",2003-09-10 00:00:00,2005-06-19 00:00:00
2147,IMI,"",2003-09-10 00:00:00,
2192,NCRI,"",2003-09-10 00:00:00,2005-08-03 00:00:00
2176,BWS,"",2003-09-10 00:00:00,2015-05-28 00:00:00
2123,SBG,"",2003-09-10 00:00:00,2010-02-07 00:00:00
2184,SFSW,"",2003-09-10 00:00:00,2005-10-03 00:00:00
2137,NEOL,"",2003-09-10 00:00:00,2009-02-11 00:00:00
2251,MTEX,BBG000C24TS3,2003-09-10 00:00:00,
2231,CRE,"",2003-09-10 00:00:00,2010-08-26 00:00:00
2160,DCX,"",2003-09-10 00:00:00,2010-08-30 00:00:00
2202,TFSM,"",2003-09-10 00:00:00,2007-07-12 00:00:00
2195,DKM,"",2003-09-10 00:00:00,2010-10-10 00:00:00
2261,RRI,"",2003-09-10 00:00:00,2010-12-05 00:00:00
2218,RINO,BBG000B9WHH6,2003-09-10 00:00:00,2010-12-07 00:00:00
2173,ETR,BBG000C1FQS9,2003-09-10 00:00:00,
12370,EJW,"",2009-11-24 00:00:00,2010-12-21 00:00:00
2171,NICH,BBG000DJ1WB9,2003-09-10 00:00:00,2009-02-11 00:00:00
2217,PKOH,BBG000BR8QF5,2003-09-10 00:00:00,
2136,GENZ,"",2003-09-10 00:00:00,2011-04-10 00:00:00
2129,UBB,"",2003-09-10 00:00:00,2009-03-30 00:00:00
2189,WDC,BBG000BWNFZ9,2003-09-10 00:00:00,
2243,GMRK,"",2003-09-10 00:00:00,2007-07-19 00:00:00
2135,LSCC,BBG000C2D1C1,2003-09-10 00:00:00,
2182,BZM,BBG000FP5QC1,2003-09-10 00:00:00,
2143,AIRN,"",2003-09-10 00:00:00,2009-04-12 00:00:00
2215,CEI,"",2003-09-10 00:00:00,2007-08-05 00:00:00
12176,RPC,"",2009-09-25 00:00:00,2011-06-22 00:00:00
2240,MLR,BBG000BXFWH9,2003-09-10 00:00:00,
2237,HOC,"",2003-09-10 00:00:00,2011-06-30 00:00:00
2228,WSFS,BBG000BX1C88,2003-09-10 00:00:00,
2260,TBL,"",2003-09-10 00:00:00,2011-09-13 00:00:00
2175,OCPI,"",2003-09-10 00:00:00,2007-10-31 00:00:00
2193,NYT,BBG000FFC0B3,2003-09-10 00:00:00,
2253,SORC,"",2003-09-10 00:00:00,2009-05-13 00:00:00
2154,CRV,"",2003-09-10 00:00:00,2015-08-19 00:00:00
2148,IGI,"",2003-09-10 00:00:00,2005-11-01 00:00:00
2235,DMCX,"",2003-09-10 00:00:00,2005-11-06 00:00:00
2221,PEFX,"",2003-09-10 00:00:00,2007-11-07 00:00:00
2125,HTLF,BBG000GKFKW1,2003-09-10 00:00:00,
2199,GXM,"",2003-09-10 00:00:00,2009-06-01 00:00:00
2233,TRNI,"",2003-09-10 00:00:00,2005-12-14 00:00:00
2238,AMX,BBG000CYPVX9,2003-09-10 00:00:00,
2188,TRID,"",2003-09-10 00:00:00,2012-01-18 00:00:00
2206,MYE,BBG000BPQ0F6,2003-09-10 00:00:00,
2208,NTX,"",2003-09-10 00:00:00,
2225,MBE,"",2003-09-10 00:00:00,2005-11-21 00:00:00
2185,WGAT,"",2003-09-10 00:00:00,2005-11-24 00:00:00
2187,DISH,BBG000C2YHG9,2003-09-10 00:00:00,
2164,APPB,"",2003-09-10 00:00:00,2007-11-29 00:00:00
2212,SBC,BBG000BSJK37,2003-09-10 00:00:00,2005-12-01 00:00:00
2244,NBY,BBG00PF1ZL19,2003-09-10 00:00:00,
2124,AMAT,BBG000BBPFB9,2003-09-10 00:00:00,
1920,BRLI,"",2003-09-10 00:00:00,2015-08-20 00:00:00
2194,WRP,"",2003-09-10 00:00:00,2007-11-29 00:00:00
2138,NII,"",2003-09-10 00:00:00,2012-07-08 00:00:00
12369,CIGX,"",2009-11-24 00:00:00,2012-08-06 00:00:00
2258,SAB,"",2003-09-10 00:00:00,2012-12-09 00:00:00
2170,HARL,"",2003-09-10 00:00:00,2012-12-26 00:00:00
2262,POZN,"",2003-09-10 00:00:00,2016-02-07 00:00:00
2190,CHLN,"",2003-09-10 00:00:00,2016-02-18 00:00:00
2256,JZY,"",2003-09-10 00:00:00,2008-02-06 00:00:00
2183,CNY,"",2003-09-10 00:00:00,
2266,FRGO,"",2003-09-10 00:00:00,2006-08-03 00:00:00
2229,GRR,"",2003-09-10 00:00:00,
2169,CAE,"",2003-09-10 00:00:00,2009-06-11 00:00:00
2245,DXR,BBG000BHHF34,2003-09-10 00:00:00,
2250,FII,BBG000BP0929,2003-09-10 00:00:00,
2226,MFLO,"",2003-09-10 00:00:00,2008-06-25 00:00:00
2259,STJ,"",2003-09-10 00:00:00,
2126,EXAR,"",2003-09-10 00:00:00,
2117,CVI,"",2003-09-10 00:00:00,2006-05-29 00:00:00
2179,IDTI,"",2003-09-10 00:00:00,
2234,LTXX,"",2003-09-10 00:00:00,2008-09-01 00:00:00
2142,LUME,"",2003-09-10 00:00:00,2003-11-27 00:00:00
2263,FBAN,BBG000BJ9B29,2003-09-10 00:00:00,2003-12-17 00:00:00
2152,TNM,"",2003-09-10 00:00:00,2006-06-12 00:00:00
2167,SBMC,"",2003-09-10 00:00:00,2004-04-01 00:00:00
2252,OSUR,BBG000J3D1Y8,2003-09-10 00:00:00,
2209,SKBO,"",2003-09-10 00:00:00,2004-05-02 00:00:00
2248,CSBY,"",2003-09-10 00:00:00,2004-05-11 00:00:00
2118,EBC,"",2003-09-10 00:00:00,2004-06-28 00:00:00
2121,PFGI,"",2003-09-10 00:00:00,2004-06-30 00:00:00
2159,CNBB,"",2003-09-10 00:00:00,2004-07-15 00:00:00
2157,CATZ,"",2003-09-10 00:00:00,2004-10-31 00:00:00
2196,NUI,"",2003-09-10 00:00:00,2004-11-30 00:00:00
2150,HEII,"",2003-09-10 00:00:00,2004-12-19 00:00:00
2149,AVM,"",2003-09-10 00:00:00,2006-06-26 00:00:00
2119,HELX,BBG000J7Q1L9,2003-09-10 00:00:00,2006-07-18 00:00:00
904,BIV,BBG000R44SW0,2003-09-10 00:00:00,
2267,EIV,"",2003-09-10 00:00:00,
2285,CORS,"",2003-09-10 00:00:00,2009-09-23 00:00:00
2282,CT,"",2003-09-10 00:00:00,2013-05-06 00:00:00
2153,ULGX,BBG000GKKMN1,2003-09-10 00:00:00,2013-06-06 00:00:00
2361,UDM,"",2003-09-10 00:00:00,2008-11-16 00:00:00
2368,VIP,"",2003-09-10 00:00:00,2010-04-18 00:00:00
2352,WRLS,"",2003-09-10 00:00:00,2013-06-24 00:00:00
2399,FTE,"",2003-09-10 00:00:00,2013-06-30 00:00:00
2128,TWR,"",2003-09-10 00:00:00,2005-02-02 00:00:00
2277,EME,BBG000BBRPL4,2003-09-10 00:00:00,
14486,ABBV,BBG0025Y4RY4,2013-01-02 00:00:00,
2365,SYMM,"",2003-09-10 00:00:00,2013-11-26 00:00:00
2280,NKX,BBG000BLBFC1,2003-09-10 00:00:00,
2281,PPG,BBG000BRJ809,2003-09-10 00:00:00,
2358,NAII,BBG000D3ZK05,2003-09-10 00:00:00,
2308,CRAI,BBG000C1LZX6,2003-09-10 00:00:00,
2371,WCFB,BBG00CFXJ735,2003-09-10 00:00:00,
2380,EDLG,"",2003-09-10 00:00:00,2005-02-17 00:00:00
2355,CBU,BBG000BF4D19,2003-09-10 00:00:00,
2283,TXA,"",2003-09-10 00:00:00,2008-12-08 00:00:00
2397,SMRT,"",2003-09-10 00:00:00,
2279,LQ,"",2003-09-10 00:00:00,2007-01-07 00:00:00
2392,BWEB,"",2003-09-10 00:00:00,2007-01-25 00:00:00
2322,AGH,BBG000BBCJL4,2003-09-10 00:00:00,2005-03-14 00:00:00
12694,CRVP,"",2010-05-03 00:00:00,
12260,BCSB,"",2009-10-30 00:00:00,2014-02-17 00:00:00
2303,CAFI,"",2003-09-10 00:00:00,2014-03-02 00:00:00
1299,VPS,"",2003-09-10 00:00:00,2010-05-02 00:00:00
2353,YCC,"",2003-09-10 00:00:00,2007-02-06 00:00:00
2333,ANIK,BBG000BBKZD8,2003-09-10 00:00:00,
2407,NASI,"",2003-09-10 00:00:00,2005-03-27 00:00:00
2301,SLG,BBG00YZDP199,2003-09-10 00:00:00,
2340,WRI,BBG00JRSV949,2003-09-10 00:00:00,
2304,HD,BBG000BKZB36,2003-09-10 00:00:00,
2331,MRBK,"",2003-09-10 00:00:00,2007-03-04 00:00:00
2391,ZONS,"",2003-09-10 00:00:00,2008-12-30 00:00:00
2393,IMA,"",2003-09-10 00:00:00,2010-07-18 00:00:00
2401,LEG,BBG000BN53G7,2003-09-10 00:00:00,
2410,AIT,BBG000BBHHP9,2003-09-10 00:00:00,
2310,PKX,BBG000BCBSD2,2003-09-10 00:00:00,
2272,PLXT,"",2003-09-10 00:00:00,2014-08-12 00:00:00
2325,NTST,"",2003-09-10 00:00:00,2007-04-10 00:00:00
2350,RI,"",2003-09-10 00:00:00,2007-04-11 00:00:00
2400,KT,"",2003-09-10 00:00:00,2007-04-12 00:00:00
2377,QSND,"",2003-09-10 00:00:00,2009-04-02 00:00:00
2292,ICPT,BBG001J1QN87,2003-09-10 00:00:00,
2413,PTSX,"",2003-09-10 00:00:00,2014-12-02 00:00:00
2275,PHI,"",2003-09-10 00:00:00,
2336,ANN,"",2003-09-10 00:00:00,2015-08-23 00:00:00
4825,TREX,BBG000BTGKK9,2009-11-24 00:00:00,
12262,DISCB,"",2009-10-30 00:00:00,
2367,NRS,"",2003-09-10 00:00:00,2007-04-24 00:00:00
2382,REF,"",2003-09-10 00:00:00,2007-04-26 00:00:00
2375,MDST,"",2003-09-10 00:00:00,2007-04-30 00:00:00
2273,NOX,"",2003-09-10 00:00:00,2010-08-08 00:00:00
2408,NDE,"",2003-09-10 00:00:00,2007-04-30 00:00:00
2327,CBR,"",2003-09-10 00:00:00,
2398,WEA,BBG000BPYDK3,2003-09-10 00:00:00,
2305,IMY,"",2003-09-10 00:00:00,2005-04-07 00:00:00
2405,FARO,BBG000BJD7C2,2003-09-10 00:00:00,
2362,SHOO,BBG000BLV2Q3,2003-09-10 00:00:00,
2381,FMTI,"",2003-09-10 00:00:00,2010-02-17 00:00:00
2269,ACF,"",2003-09-10 00:00:00,2010-09-30 00:00:00
2334,BMI,BBG000BDGHD9,2003-09-10 00:00:00,
2370,ITRI,BBG000BD2167,2003-09-10 00:00:00,
2346,CMTL,BBG000BFW9K6,2003-09-10 00:00:00,
2284,API,"",2003-09-10 00:00:00,2015-05-10 00:00:00
2363,EXJF,"",2003-09-10 00:00:00,2007-06-17 00:00:00
2287,VRNT,BBG000BCBYT2,2003-09-10 00:00:00,
2417,GAIT,"",2003-09-10 00:00:00,2009-07-23 00:00:00
2343,CUO,"",2003-09-10 00:00:00,
2415,TDH,"",2003-09-10 00:00:00,2015-05-18 00:00:00
2314,BLMT,"",2003-09-10 00:00:00,2005-05-31 00:00:00
2295,CAL,BBG000CYSFS7,2003-09-10 00:00:00,
12372,GDO,BBG000PR5X59,2009-11-24 00:00:00,
2364,PCBI,"",2003-09-10 00:00:00,2009-08-13 00:00:00
2384,ABY,"",2003-09-10 00:00:00,2010-03-07 00:00:00
2316,VSEC,BBG000BWJYL8,2003-09-10 00:00:00,
2338,FTGX,"",2003-09-10 00:00:00,2009-09-09 00:00:00
12261,MTTX,"",2009-10-30 00:00:00,2010-03-29 00:00:00
2348,AHS,BBG000BCT197,2003-09-10 00:00:00,2016-10-27 00:00:00
2317,EHA,"",2003-09-10 00:00:00,2010-10-10 00:00:00
2320,EWM,"",2003-09-10 00:00:00,
2296,CLTK,"",2003-09-10 00:00:00,2005-07-10 00:00:00
2360,SWZ,BBG000BTSRZ5,2003-09-10 00:00:00,
2374,KVW,"",2003-09-10 00:00:00,2011-02-01 00:00:00
2328,CATY,BBG000C668L5,2003-09-10 00:00:00,
2297,FSRV,"",2003-09-10 00:00:00,2015-06-01 00:00:00
2386,MCP,BBG007F5XKZ7,2003-09-10 00:00:00,2015-06-25 00:00:00
2387,TDSC,BBG000D42FJ0,2003-09-10 00:00:00,2011-05-27 00:00:00
2289,ANAD,"",2003-09-10 00:00:00,2016-03-15 00:00:00
2347,HYC,"",2003-09-10 00:00:00,2011-08-07 00:00:00
2313,VQC,"",2003-09-10 00:00:00,2005-07-31 00:00:00
2271,PDYN,"",2003-09-10 00:00:00,2005-09-01 00:00:00
2373,SNN,BBG000C2W4K5,2003-09-10 00:00:00,
2307,ARA,BBG00L43LKS4,2003-09-10 00:00:00,
2270,AMR,"",2003-09-10 00:00:00,2012-01-04 00:00:00
2409,NVGN,"",2003-09-10 00:00:00,
2278,JTP,"",2003-09-10 00:00:00,2016-05-08 00:00:00
2403,NWRE,"",2003-09-10 00:00:00,2007-09-30 00:00:00
2326,BEIQ,"",2003-09-10 00:00:00,2005-10-05 00:00:00
2302,TSS,BBG000C1JTL6,2003-09-10 00:00:00,
2388,ATW,"",2003-09-10 00:00:00,
2299,FBSI,BBG000BB2XT6,2003-09-10 00:00:00,2012-06-07 00:00:00
2378,CMPP,"",2003-09-10 00:00:00,2007-10-22 00:00:00
2402,NGO,"",2003-09-10 00:00:00,2012-07-08 00:00:00
2291,CHMP,"",2003-09-10 00:00:00,2012-07-15 00:00:00
2395,TGT,BBG000H8TVT2,2003-09-10 00:00:00,
2406,GBI,"",2003-09-10 00:00:00,2005-10-16 00:00:00
2369,ADTN,BBG00JVJYN04,2003-09-10 00:00:00,
2288,YANB,"",2003-09-10 00:00:00,2007-10-28 00:00:00
2315,BYBI,"",2003-09-10 00:00:00,2007-11-05 00:00:00
2311,VAP,"",2003-09-10 00:00:00,2005-12-04 00:00:00
2274,MWD,BBG000BLZRJ2,2003-09-10 00:00:00,2006-01-17 00:00:00
2390,TSD,"",2003-09-10 00:00:00,2006-03-30 00:00:00
2298,BCF,"",2003-09-10 00:00:00,2006-04-16 00:00:00
2394,MROI,"",2003-09-10 00:00:00,2006-10-05 00:00:00
2412,MEXP,"",2003-09-10 00:00:00,2003-12-04 00:00:00
2300,PTCH,"",2003-09-10 00:00:00,2003-12-09 00:00:00
2341,MXR,"",2003-09-10 00:00:00,2003-12-18 00:00:00
2276,MEDS,"",2003-09-10 00:00:00,2004-02-22 00:00:00
2345,BYB,"",2003-09-10 00:00:00,2004-05-09 00:00:00
2359,PGF,"",2003-09-10 00:00:00,2004-06-27 00:00:00
2414,SOBI,"",2003-09-10 00:00:00,2004-08-09 00:00:00
2332,WFSG,"",2003-09-10 00:00:00,2004-08-17 00:00:00
2411,LMIN,"",2003-09-10 00:00:00,2004-08-18 00:00:00
2293,RED,"",2003-09-10 00:00:00,2004-09-22 00:00:00
2416,FTFC,"",2003-09-10 00:00:00,2004-10-31 00:00:00
2339,VWPT,"",2003-09-10 00:00:00,2008-01-01 00:00:00
2286,II,BBG000HTG4P4,2003-09-10 00:00:00,2008-01-07 00:00:00
2404,ATI,BBG000LC1FS4,2003-09-10 00:00:00,
2500,XLNX,BBG004PYGYW2,2003-09-10 00:00:00,
14493,MLPJ,"",2013-01-15 00:00:00,
12635,EBMT,BBG000BSHXP7,2010-05-04 00:00:00,
16654,RFDA,BBG00D1TW4Q4,2016-06-07 00:00:00,
2551,ORCC,"",2003-09-10 00:00:00,2013-03-11 00:00:00
16655,RFFC,BBG00D1V02Y9,2016-06-07 00:00:00,
2497,IMH,"",2003-09-10 00:00:00,2008-11-20 00:00:00
2469,RBNF,"",2003-09-10 00:00:00,2013-04-24 00:00:00
12178,NEV,BBG000PHH2C8,2009-09-25 00:00:00,
2535,PCOP,"",2003-09-10 00:00:00,2008-12-23 00:00:00
2534,MMUS,"",2003-09-10 00:00:00,2013-05-01 00:00:00
2496,HNZ,"",2003-09-10 00:00:00,2013-06-09 00:00:00
2492,SIL,"",2003-09-10 00:00:00,2009-02-03 00:00:00
2433,TSN,BBG000DKCC19,2003-09-10 00:00:00,
2449,WOR,BBG000HL7499,2003-09-10 00:00:00,
2513,DCA,"",2003-09-10 00:00:00,
2545,RSC,BBG000D2ZK61,2003-09-10 00:00:00,2010-06-10 00:00:00
2532,DBD,BBG000BGYDX9,2003-09-10 00:00:00,
2484,HBP,BBG000K9PGP7,2003-09-10 00:00:00,
2460,FSCR,BBG000BJX213,2003-09-10 00:00:00,2005-03-02 00:00:00
2520,BGFV,BBG000NF3BG5,2003-09-10 00:00:00,2005-04-11 00:00:00
2462,QDIN,"",2003-09-10 00:00:00,2005-04-13 00:00:00
2567,TRBS,"",2003-09-10 00:00:00,2006-11-12 00:00:00
2503,FLS,BBG000FFH4P5,2003-09-10 00:00:00,
2445,SID,BBG000JM98S3,2003-09-10 00:00:00,
10032,AZMA,"",2006-10-20 00:00:00,2006-11-28 00:00:00
2518,AOLA,"",2003-09-10 00:00:00,2005-05-18 00:00:00
2526,FFF,"",2003-09-10 00:00:00,2005-06-12 00:00:00
2536,TRK,"",2003-09-10 00:00:00,
2517,STEL,"",2003-09-10 00:00:00,2014-01-01 00:00:00
2531,BCII,"",2003-09-10 00:00:00,2005-06-30 00:00:00
2528,ATG,"",2003-09-10 00:00:00,2009-02-08 00:00:00
2516,NRD,"",2003-09-10 00:00:00,2005-07-05 00:00:00
2491,PROV,BBG000GSFXM7,2003-09-10 00:00:00,
12697,SANWU,"",2010-05-05 00:00:00,2010-06-13 00:00:00
2457,FCS,"",2003-09-10 00:00:00,
2461,HIFN,"",2003-09-10 00:00:00,2009-04-05 00:00:00
2533,KVU,"",2003-09-10 00:00:00,2010-09-15 00:00:00
2542,VNBC,"",2003-09-10 00:00:00,2009-04-26 00:00:00
2530,OTE,BBG000K15696,2003-09-10 00:00:00,2010-09-19 00:00:00
2539,FFFL,"",2003-09-10 00:00:00,2007-01-07 00:00:00
2443,ABRX,"",2003-09-10 00:00:00,2005-07-20 00:00:00
2465,LGF,"",2003-09-10 00:00:00,
2566,TOY,"",2003-09-10 00:00:00,2005-07-21 00:00:00
2543,DPAC,"",2003-09-10 00:00:00,2005-08-02 00:00:00
2456,INOC,"",2003-09-10 00:00:00,2014-01-06 00:00:00
12179,AONE,"",2009-09-25 00:00:00,2012-11-06 00:00:00
2446,TEKC,"",2003-09-10 00:00:00,2005-08-23 00:00:00
12374,JLS,BBG000PVBGM1,2009-11-25 00:00:00,
2468,SWW,"",2003-09-10 00:00:00,2007-01-30 00:00:00
2476,RAS,"",2003-09-10 00:00:00,
2473,RARE,BBG001RWPDW6,2003-09-10 00:00:00,
2560,CCS,BBG006G412Q6,2003-09-10 00:00:00,2006-01-16 00:00:00
2479,TGS,BBG000DQX5M5,2003-09-10 00:00:00,
2510,SLXP,"",2003-09-10 00:00:00,2015-04-01 00:00:00
12375,PLND,"",2009-11-25 00:00:00,
2430,RTP,BBG000FD28T3,2003-09-10 00:00:00,2010-10-13 00:00:00
2507,LQI,"",2003-09-10 00:00:00,2006-01-25 00:00:00
2549,SASR,BBG000BR83Z4,2003-09-10 00:00:00,
2431,FBMT,"",2003-09-10 00:00:00,2006-04-16 00:00:00
2470,IRS,BBG000DRSX48,2003-09-10 00:00:00,
12373,FTBKD,"",2009-11-25 00:00:00,2009-12-23 00:00:00
2450,ASH,"",2003-09-10 00:00:00,
2515,NNN,BBG000CLP0Y4,2003-09-10 00:00:00,
2485,ABMD,BBG000C101X4,2003-09-10 00:00:00,
2538,HYI,BBG000BG4925,2003-09-10 00:00:00,
2493,X,BBG000BX3TD3,2003-09-10 00:00:00,
2471,PGL,"",2003-09-10 00:00:00,2007-02-21 00:00:00
2428,MUE,BBG000BK9173,2003-09-10 00:00:00,
12695,PLOW,BBG000Q90C31,2010-05-05 00:00:00,
2478,SYPR,BBG000BBQZV2,2003-09-10 00:00:00,
2498,LTC,BBG000BGCCC8,2003-09-10 00:00:00,
8428,ARP,"",2005-02-04 00:00:00,2011-01-02 00:00:00
12264,CPEX,"",2009-10-30 00:00:00,2011-04-05 00:00:00
2437,MERX,"",2003-09-10 00:00:00,2010-02-16 00:00:00
2511,NHTB,"",2003-09-10 00:00:00,2015-05-31 00:00:00
2505,OTEX,BBG000K712R6,2003-09-10 00:00:00,
2458,DQC,"",2003-09-10 00:00:00,2007-03-28 00:00:00
2436,CRRC,"",2003-09-10 00:00:00,2015-06-08 00:00:00
10033,ROY,"",2006-10-20 00:00:00,2010-02-22 00:00:00
2550,SIPX,"",2003-09-10 00:00:00,2007-08-26 00:00:00
2477,REXI,"",2003-09-10 00:00:00,
2558,GNVC,"",2003-09-10 00:00:00,
2455,PRXL,"",2003-09-10 00:00:00,
2512,D,BBG000BGVW60,2003-09-10 00:00:00,
2553,SVVS,"",2003-09-10 00:00:00,2011-07-17 00:00:00
2429,NTII,"",2003-09-10 00:00:00,2007-09-16 00:00:00
2438,TBH,"",2003-09-10 00:00:00,2011-07-17 00:00:00
2540,MX,"",2003-09-10 00:00:00,2007-09-17 00:00:00
2447,DL,BBG000BM2MR8,2003-09-10 00:00:00,
2459,DUSA,BBG00FNFQQC8,2003-09-10 00:00:00,
2562,DADE,"",2003-09-10 00:00:00,2007-11-06 00:00:00
2481,EPEN,"",2003-09-10 00:00:00,2007-11-19 00:00:00
